SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
1957,3,3,Urban,2000,211311.5676
1476,2,2,Suburb,1962,176216.8042
1317,4,2,Rural,2007,178185.303
1244,4,3,Urban,1957,136271.1363
1747,3,3,Urban,1956,201241.5354
1696,4,1,Rural,2009,127689.6337
1271,3,3,Urban,1999,138413.1824
2463,4,2,Urban,1989,273801.9028
2771,2,1,Urban,1951,372386.0646
2262,2,2,Urban,1966,294834.8799
1376,4,3,Rural,1978,184141.1526
1265,3,2,Rural,1970,80079.98029
1925,5,3,Rural,1960,248305.6057
1920,4,3,Urban,1981,190765.8608
2382,5,3,Rural,1996,152940.8195
1339,3,1,Suburb,2004,199705.4787
1388,5,3,Rural,1974,204918.5663
1576,4,2,Suburb,2004,145656.0371
2712,2,1,Rural,1960,310116.7495
1002,3,1,Urban,1985,120978.0272
2452,2,1,Urban,1960,234117.5335
2165,2,2,Rural,1979,259348.5217
1375,2,3,Rural,1957,214843.8032
2693,4,1,Urban,1956,271642.0442
1323,3,3,Suburb,1987,113299.8255
1145,5,3,Rural,1957,208313.0492
2981,2,2,Rural,1954,395189.3899
1292,5,1,Rural,1967,243349.4621
2688,3,2,Suburb,2001,333743.643
1431,3,1,Urban,1978,112937.5989
1704,5,1,Rural,2018,131437.2329
1948,5,3,Suburb,1993,291115.8762
2998,2,3,Urban,1998,342203.6203
1584,5,1,Suburb,1994,219104.8111
1398,5,1,Suburb,2004,95327.35059
1816,4,3,Rural,1997,238788.8634
2912,2,1,Urban,1988,355052.9346
2367,2,1,Urban,2011,184113.2698
1963,3,1,Suburb,1974,247901.2086
2163,5,2,Rural,2011,207849.0436
1186,4,1,Suburb,1995,112612.0365
2828,3,1,Rural,1958,313359.3734
1060,4,3,Rural,2017,165516.2773
1938,2,3,Rural,1983,183183.1139
2403,5,2,Suburb,2019,373622.3913
1709,4,3,Suburb,2006,245708.3465
1806,3,1,Rural,1962,221109.224
2463,2,2,Urban,1965,233778.5012
2342,4,1,Rural,2000,309897.8314
2325,4,1,Suburb,2013,172998.3678
2367,3,1,Suburb,2011,194643.0621
1010,4,2,Urban,1960,110039.1646
2085,2,3,Urban,1962,214703.0269
2868,4,3,Suburb,2019,265485.172
1225,5,3,Suburb,1998,205427.065
2176,5,1,Urban,1981,188121.3357
2734,3,2,Suburb,2009,375729.5916
1563,5,3,Rural,1969,215754.2599
1771,5,2,Urban,1978,212070.823
2594,4,2,Suburb,1974,287121.0474
2607,2,1,Urban,1961,223719.0433
2683,2,2,Suburb,1977,363457.548
2884,4,3,Suburb,1972,202561.4449
2598,5,3,Urban,1993,290573.5749
2333,4,2,Suburb,2002,252802.5457
1884,5,2,Rural,1978,235692.4387
2266,5,2,Rural,2017,274929.0571
2516,5,2,Rural,1969,198758.1491
2389,2,3,Suburb,2014,240611.7552
2353,3,3,Rural,1973,229457.4663
2130,2,1,Rural,1958,284486.154
1225,5,2,Rural,1961,139486.1848
1824,4,3,Urban,1982,220069.1555
1217,4,2,Urban,1952,186020.9409
1936,5,3,Rural,2015,133114.7299
1752,3,1,Suburb,1996,88761.14798
1505,2,3,Rural,1952,162727.7468
1258,2,3,Urban,2018,169593.8488
2911,5,1,Suburb,1996,334083.2281
2797,5,2,Rural,2006,254524.735
2540,3,3,Rural,2006,294629.5861
2796,2,1,Suburb,1958,262131.2346
1053,3,1,Urban,2003,105445.7891
2070,2,1,Urban,1997,287427.5363
1726,3,3,Rural,1970,235141.2712
1688,3,2,Urban,1984,242068.2747
2544,3,3,Rural,1988,233964.8423
2122,4,3,Rural,1989,328858.8642
2043,4,3,Rural,1996,222081.5124
2913,4,1,Rural,2015,347849.1353
2776,2,2,Suburb,1972,369107.7497
2596,3,3,Rural,1985,238312.5623
2914,5,2,Suburb,1950,280600.0172
2513,5,3,Rural,1962,340864.0243
1418,2,2,Suburb,1972,184029.7304
1689,2,1,Suburb,1955,205671.6449
1849,5,2,Rural,1963,213866.0697
1061,3,1,Suburb,2009,93668.62907
2168,4,1,Suburb,2003,178835.3769
1215,2,2,Urban,1986,178507.8785
1002,2,3,Rural,1973,68287.09276
1159,2,3,Urban,2019,162462.5522
2762,5,3,Rural,2017,311607.4258
1780,4,3,Suburb,2001,198479.858
2143,3,2,Rural,1989,231207.6286
1892,3,3,Suburb,1988,176391.5031
2112,5,3,Rural,1983,274918.1486
1328,2,1,Urban,1978,143467.64
1579,5,2,Urban,1983,190975.0035
2933,5,1,Rural,1990,268734.4593
2380,3,1,Rural,2019,242774.5824
2633,4,3,Suburb,1976,301879.0537
2290,3,3,Urban,2010,274105.7785
2640,5,2,Urban,1967,302880.4968
1951,5,1,Suburb,2014,221992.9253
2346,2,3,Urban,1978,238899.6327
1634,2,1,Suburb,2003,161613.5265
1987,5,3,Urban,1985,251249.1194
2564,3,3,Suburb,1965,337648.4456
2672,2,3,Urban,2008,388495.1187
2218,4,3,Rural,1987,306502.7693
1920,4,2,Rural,1955,264007.4546
1737,5,1,Rural,1960,271820.6469
2355,4,1,Rural,1968,283836.7566
1169,4,2,Rural,1984,165865.7903
1520,2,2,Urban,1955,153363.2282
2486,2,2,Rural,2013,258470.6991
1039,3,3,Urban,1978,139181.3346
2560,2,3,Urban,1977,265272.0053
2284,3,1,Rural,1998,205017.1898
2418,2,2,Rural,1994,256814.671
1954,5,1,Suburb,1955,213236.0966
2249,3,2,Suburb,1974,194364.3686
1983,5,1,Rural,1954,297003.6532
2147,3,2,Suburb,1989,192987.818
1974,4,2,Urban,2011,245381.4434
1037,3,3,Rural,2000,140769.2285
1327,3,1,Rural,1952,94955.56339
2274,3,3,Suburb,1985,265436.3643
2924,3,3,Urban,1968,338204.7581
2199,3,1,Urban,1951,235626.9187
2625,4,3,Urban,1970,290389.7982
1913,3,2,Suburb,1968,183122.3653
1453,5,2,Urban,2020,308769.3728
1036,3,2,Urban,1956,123234.4194
2339,3,2,Urban,1972,279757.091
2711,5,3,Urban,2018,289981.5395
1972,2,1,Rural,1970,159633.6054
1795,2,3,Suburb,1997,196546.0209
2988,4,1,Urban,2007,292268.2555
1972,3,1,Rural,1953,254715.6127
1592,3,3,Rural,1961,171773.4933
2137,2,3,Rural,1988,236909.5569
2063,3,2,Urban,1992,134225.1234
2324,4,1,Urban,1950,285201.3812
1223,5,1,Rural,1951,195594.9329
1317,3,1,Rural,1971,145747.6555
1348,5,2,Rural,1972,210651.2519
1114,4,1,Rural,1998,172778.1905
1697,2,1,Urban,1990,224904.3224
2346,4,2,Rural,1994,262140.1699
2591,4,3,Rural,1988,260314.7288
2063,4,2,Urban,2010,156760.5676
2889,4,2,Suburb,2000,294867.2585
1039,5,3,Suburb,1973,145135.7929
2882,4,1,Urban,1972,285818.2978
2996,4,3,Rural,1985,310757.6351
2772,4,1,Urban,1998,299328.7229
2312,4,2,Urban,1957,247017.643
2285,5,1,Urban,2000,285135.9731
1215,4,2,Rural,1994,197533.8959
2170,2,1,Urban,1950,262822.9883
1335,4,2,Urban,1952,158694.0122
2191,4,1,Rural,1999,180879.0867
1091,3,1,Rural,1998,82627.50422
1352,3,1,Suburb,1968,205579.8275
1570,3,3,Suburb,1955,186687.4236
2594,4,2,Rural,2000,239914.0667
1815,2,2,Urban,2017,139145.904
2704,2,2,Suburb,2005,175480.72
1780,3,3,Rural,2007,184921.6753
1362,3,3,Suburb,1963,219678.4559
1556,4,3,Suburb,1950,233827.9165
2368,2,3,Rural,1951,266678.8216
2716,2,1,Urban,2015,352492.7635
2193,3,2,Suburb,1956,281436.5502
1355,2,1,Suburb,1974,85830.11173
1190,3,3,Rural,2016,220711.4115
2690,3,3,Rural,2021,280047.7945
1421,5,1,Urban,2007,128192.3294
1699,5,2,Suburb,2009,182841.2732
1006,4,3,Urban,2007,135684.8221
1132,3,1,Rural,2000,138887.1883
2770,4,1,Rural,1961,306093.8339
1556,5,1,Urban,1953,188449.7756
1825,2,1,Rural,2014,171631.3269
1760,5,2,Rural,1975,204776.1015
2054,5,2,Suburb,1954,270704.1145
1534,5,3,Suburb,1977,175470.0448
1425,2,3,Rural,1960,176184.7284
2417,5,2,Suburb,1963,169104.4356
1671,3,2,Urban,1978,172812.0369
1362,3,1,Urban,2007,240560.7377
2460,5,1,Urban,2018,294182.8573
2693,4,1,Rural,1972,183832.9944
2574,4,3,Suburb,2014,275616.2397
2950,2,3,Suburb,1952,326276.7916
1081,2,3,Urban,1997,169360.2979
1355,3,3,Suburb,2014,228279.7701
2281,3,1,Suburb,1973,331569.6362
2741,5,3,Urban,2009,330331.8327
1588,4,3,Suburb,2009,181267.0523
2547,3,1,Urban,1963,278762.4309
1294,4,1,Urban,1979,163179.7584
2985,2,2,Rural,1957,237088.3952
2247,2,1,Urban,2009,202794.4065
2548,5,3,Suburb,1975,283920.3004
2069,5,1,Suburb,2001,254018.0068
2690,3,3,Urban,2013,316917.6811
2136,4,2,Rural,2003,231716.7794
2256,3,2,Urban,1986,202192.3135
1016,3,2,Urban,2017,74304.69239
1359,4,3,Rural,1981,194201.1492
2246,3,3,Rural,1960,242232.4533
1865,5,2,Urban,1957,238351.447
1699,4,2,Rural,2018,141200.7204
1447,4,3,Suburb,1979,243137.8671
1855,3,3,Urban,2006,251056.2495
1364,4,3,Suburb,1974,118341.1693
1674,5,3,Rural,1977,148330.9012
2007,5,2,Suburb,2021,227350.6794
2349,2,2,Rural,2014,169077.9882
1466,2,1,Urban,1989,262259.3893
1413,2,1,Rural,1975,107385.6051
2478,2,3,Urban,1968,312719.1011
1585,3,2,Rural,1970,209472.5265
2256,2,3,Rural,2012,352228.8134
2247,2,1,Suburb,1992,194794.7606
1993,2,3,Suburb,2014,254008.0506
2854,2,1,Urban,1990,249311.2274
2435,3,1,Urban,1969,250417.4693
1571,2,2,Suburb,1968,57182.84989
1334,4,3,Urban,1970,163164.5042
2245,5,2,Urban,1984,203824.4677
1036,4,1,Suburb,1983,-7550.504574
1988,3,1,Rural,1991,176139.4602
1277,3,3,Urban,1995,146021.6389
2219,3,3,Urban,1978,246457.2494
1915,5,3,Rural,1975,215103.3075
2887,2,3,Urban,1980,295067.6513
1483,3,1,Suburb,2018,245467.8437
2265,2,1,Suburb,1990,177066.9129
2347,3,1,Urban,2017,264275.6327
1730,5,2,Urban,1987,192827.5722
1191,4,2,Suburb,2008,96279.8417
2040,4,2,Rural,1987,224332.8264
1523,5,3,Suburb,1983,235140.0593
1917,2,1,Rural,1974,226091.7466
1400,3,2,Rural,2005,198410.8517
2929,4,3,Rural,1996,309771.0723
1885,5,3,Rural,1976,211827.4941
1704,2,3,Rural,2003,135848.1766
1021,4,1,Rural,2007,175367.063
1473,5,3,Urban,1971,165964.6789
2143,3,2,Suburb,2018,233648.8495
1209,5,3,Suburb,1985,124664.0528
1305,2,1,Urban,1966,247560.9896
2293,4,1,Urban,1977,304486.9573
1703,3,3,Rural,1993,202624.0539
1686,2,1,Suburb,1978,177970.8889
1284,5,1,Rural,1952,153240.707
1715,4,2,Urban,1960,241337.517
2699,4,2,Rural,1952,281500.0252
1762,2,3,Rural,1986,243665.3197
2250,3,1,Suburb,2005,206054.6143
1947,2,1,Suburb,1980,250811.8118
1380,4,1,Suburb,1996,161358.4568
1459,4,2,Rural,2009,88756.00032
2030,4,1,Rural,1998,332073.9931
1028,3,2,Urban,1973,90427.33681
1906,4,1,Urban,1977,214239.9263
2056,4,2,Urban,2005,209693.5762
2669,2,3,Urban,1980,213480.567
1878,4,3,Urban,2021,194803.492
1078,5,1,Urban,1978,82084.45466
2951,2,1,Urban,2015,370142.3636
1946,4,2,Suburb,1954,150741.4448
1458,2,2,Urban,1958,162807.693
1569,2,2,Rural,1998,186687.4601
2561,5,1,Rural,1986,220717.3292
2505,2,2,Rural,2013,269534.1997
2453,2,1,Suburb,1970,192999.3054
1737,3,2,Rural,1988,147990.0751
2308,4,1,Rural,1983,209414.6093
1515,3,2,Suburb,1952,226661.4673
2122,4,2,Rural,1972,273816.7585
1396,2,2,Suburb,1985,70674.64479
2512,4,1,Rural,2019,270834.5311
1038,2,3,Rural,1996,137682.2037
2294,4,3,Urban,2006,289829.7922
1886,2,1,Rural,1984,258690.1335
1796,4,1,Urban,1956,277705.3259
1156,4,3,Urban,1995,154839.515
2098,4,3,Rural,2008,364290.8826
1883,2,2,Rural,1951,150999.455
2823,4,2,Suburb,1977,308019.6704
2153,2,1,Urban,1979,239015.5131
2710,3,3,Rural,1956,230339.6097
1973,4,3,Urban,1987,240126.8499
2107,5,1,Urban,1981,172102.9283
2045,5,3,Rural,1984,315832.5794
2482,2,2,Rural,1968,163791.9096
2562,5,3,Urban,1961,208013.6865
2730,2,3,Rural,1992,285608.3006
1848,2,2,Urban,2015,123727.9952
2405,5,3,Suburb,1991,171805.8454
1747,5,2,Suburb,2016,212109.0669
2463,3,2,Rural,1958,188482.8281
2627,2,2,Urban,2005,267119.5329
1988,5,3,Suburb,2021,194819.3058
1020,3,2,Urban,2014,180492.0408
1302,3,1,Rural,1999,149776.2827
2999,2,3,Suburb,1964,322064.1457
1868,4,2,Suburb,2013,187451.0664
2978,5,1,Urban,2009,333100.2367
1083,5,1,Suburb,2009,133453.8599
2797,5,2,Urban,1996,239695.2572
2682,5,1,Urban,1967,229062.9101
2976,5,2,Rural,2002,274366.5496
2476,5,1,Rural,2014,234042.2325
2410,3,3,Suburb,1994,235622.2583
2530,2,2,Rural,1981,233874.0416
2280,3,1,Suburb,1980,241802.5593
1569,5,1,Rural,2008,171448.5959
2915,2,2,Rural,2010,314221.5439
1933,5,3,Suburb,1976,201593.6348
2550,2,2,Rural,2018,247401.0117
2185,3,1,Urban,1962,258792.1474
2980,2,2,Rural,1988,371928.494
2186,3,3,Urban,2018,232121.0224
2855,5,1,Suburb,1987,273753.9698
2008,2,3,Suburb,1969,298816.0613
1792,4,3,Rural,1974,183545.5005
1791,4,1,Rural,1994,214792.7906
2547,3,3,Rural,1968,308312.1511
2809,3,1,Rural,1985,263471.5384
2294,3,3,Urban,1972,153249.7211
1491,3,3,Rural,1971,162266.4892
1207,5,1,Suburb,1982,138526.7023
2562,4,3,Rural,1978,247193.5633
2607,3,3,Rural,1976,246170.1716
2083,2,3,Urban,2017,209129.078
1429,2,2,Rural,1977,99369.22283
1984,5,3,Rural,1960,235067.4461
2680,3,2,Urban,1980,311689.7806
2628,2,1,Urban,1952,277061.9212
2332,3,1,Urban,1970,145702.5363
1519,2,1,Suburb,1971,103491.718
1590,5,2,Urban,1960,188989.1043
2050,2,1,Suburb,2018,247599.5422
2709,3,1,Suburb,1963,274208.0478
2585,3,3,Urban,2017,353287.462
1198,5,2,Rural,1993,174996.6735
1386,4,2,Rural,1979,176171.6579
1348,3,2,Suburb,2004,166770.6982
1959,4,1,Rural,1974,222375.7857
2963,3,2,Urban,1959,310772.0573
1692,5,1,Urban,2012,203759.1963
2559,2,1,Rural,1971,346654.769
2851,4,1,Rural,2002,335302.7653
1377,2,1,Suburb,1974,86255.00311
1898,5,3,Rural,2002,214380.9415
1915,5,2,Suburb,1973,162481.4695
2581,5,2,Rural,1986,256840.8286
1526,3,1,Rural,1994,93253.53016
2176,3,1,Rural,1963,358045.8137
1733,3,1,Rural,1988,172102.1772
1205,3,3,Urban,2017,170009.4171
1454,4,1,Rural,1954,150982.4995
2296,5,2,Suburb,1973,263253.7195
2917,4,2,Urban,1989,333534.2891
2259,3,3,Suburb,1992,318891.913
2875,2,1,Urban,1964,297078.1797
2763,4,2,Rural,2021,268000.0357
1520,2,3,Suburb,1970,128833.9478
2701,3,2,Rural,2009,236968.1167
2967,4,3,Urban,1954,301206.9094
2016,4,1,Rural,1959,372301.3213
1955,4,2,Suburb,1999,258496.9749
2854,2,2,Urban,2015,289419.8669
1725,3,1,Urban,2009,259292.1701
2013,5,1,Rural,2017,203684.7563
1500,5,3,Rural,2010,247409.4424
1116,3,1,Urban,1961,148624.6912
1385,4,2,Suburb,1972,228147.9636
2367,5,2,Suburb,1981,290968.1736
1583,4,1,Suburb,1975,132820.1305
1394,3,1,Rural,2007,167619.1185
2087,2,1,Rural,1977,255223.0526
2740,4,1,Urban,1969,349179.6891
1720,2,2,Rural,2004,175874.9009
1071,2,3,Rural,1954,134416.7693
2812,3,2,Rural,1999,354452.2052
1273,3,2,Suburb,1959,184337.6281
2343,2,3,Urban,1958,278855.3243
1337,2,1,Urban,1950,141919.6053
2389,5,3,Rural,1982,251954.0099
2518,5,2,Rural,2008,291236.8907
1606,3,1,Suburb,1965,159660.7256
1165,4,1,Suburb,2015,83578.20151
2567,2,1,Rural,1959,330264.7605
1010,4,1,Suburb,1976,77434.82055
2324,2,1,Rural,2004,295367.0501
1728,3,1,Urban,1985,157042.2087
1800,4,3,Suburb,2004,228541.6278
1101,3,1,Suburb,2003,42437.60133
2448,2,3,Urban,1980,294144.0973
2415,3,3,Urban,1991,276159.3472
1778,4,3,Suburb,1975,238745.0237
1213,5,1,Suburb,1969,99874.95976
2714,3,1,Rural,1961,408175.9695
2111,4,1,Suburb,1996,137318.9931
2576,3,1,Rural,1978,281565.1923
1400,3,2,Urban,2000,123048.2769
1587,5,2,Urban,1965,242210.2462
1888,4,1,Rural,1975,175117.5967
2069,4,2,Urban,1967,217011.8926
2695,4,1,Suburb,2002,287207.7136
2486,2,1,Urban,1980,254692.4145
1591,3,1,Suburb,2002,157065.9033
2333,5,1,Urban,2006,323516.4802
2109,4,1,Urban,1964,179193.843
1091,5,1,Suburb,1973,186543.4946
2683,2,1,Suburb,2008,243126.3957
1672,2,3,Rural,2014,94607.22727
1713,5,3,Rural,1970,230572.4105
1935,4,2,Suburb,1963,177735.2178
2951,5,2,Suburb,2007,268385.0142
1241,4,3,Rural,1978,193102.1819
2888,4,3,Suburb,2016,233635.5747
1001,2,3,Urban,2014,87541.82201
1224,5,2,Urban,1974,189787.8713
1800,2,1,Rural,1956,138309.0717
2768,3,2,Urban,1962,233812.6755
2996,2,1,Urban,1969,317204.9613
2949,4,1,Rural,1958,288448.9986
2952,5,2,Urban,1954,335983.8339
1588,3,1,Rural,1977,153862.8005
1115,3,2,Urban,1975,81925.84875
2689,3,3,Suburb,2019,318295.1545
1917,3,3,Urban,1955,260499.3859
2126,5,2,Rural,1978,208562.9416
1193,4,2,Urban,2009,236465.8227
2189,3,2,Rural,1959,318411.9724
1870,4,2,Rural,2010,337177.2217
1089,2,1,Rural,1963,109978.4232
2709,4,3,Urban,1970,296757.9203
1121,3,2,Suburb,2004,113407.3474
1142,2,2,Urban,2003,154684.26
1993,2,3,Suburb,1986,159939.5884
1105,2,2,Rural,1995,113758.5478
1886,3,3,Suburb,1996,253214.4977
1427,4,3,Rural,1963,131338.8523
2328,5,2,Rural,2013,250847.4597
2895,4,1,Rural,1988,338446.1328
2994,3,2,Urban,2006,312970.6595
1316,3,1,Urban,1962,122839.2083
2986,2,2,Urban,1979,350379.8723
1634,4,1,Suburb,1957,185603.8296
2925,3,3,Urban,1962,328750.482
1008,3,3,Rural,1985,90514.02811
1773,5,2,Rural,2010,178547.4414
2096,4,2,Urban,2005,273344.9917
2382,2,1,Suburb,1975,324209.9522
1222,2,1,Suburb,1958,109779.7356
2439,2,1,Urban,1990,295026.1699
1552,4,1,Rural,1964,206432.8362
2393,3,1,Rural,1950,296682.2558
1715,3,2,Urban,1950,190190.8892
2287,5,3,Rural,2011,310456.1576
2863,5,1,Rural,1955,341675.4419
2713,3,3,Urban,1950,275758.3863
2883,3,3,Suburb,1968,292884.4443
2341,4,2,Suburb,2015,379615.8577
2107,5,1,Suburb,2021,279191.8835
2341,2,1,Urban,1951,261927.0232
1110,2,1,Urban,1965,111978.433
1250,2,1,Rural,1987,120798.5646
1382,2,2,Suburb,2015,166040.7512
1006,3,2,Rural,1951,73353.57374
1458,3,1,Rural,1966,88268.08077
2107,4,1,Urban,2001,268897.9837
1207,2,3,Urban,2018,218288.3557
1899,3,3,Rural,1996,291915.3746
2413,3,1,Suburb,1982,291957.9624
2337,3,1,Urban,2000,233617.2524
1021,2,3,Suburb,1971,192388.9628
1409,3,3,Urban,2013,245778.5885
1894,5,1,Rural,2007,232071.0366
1514,2,3,Rural,1975,233117.1585
2150,2,2,Rural,1984,131793.8326
1808,5,3,Rural,1951,234896.266
2723,4,1,Rural,1987,315332.8507
1873,4,2,Rural,2017,186791.4342
1013,2,2,Suburb,1993,100403.4295
1970,2,3,Suburb,1999,268374.3192
1977,2,1,Rural,2008,229186.6569
2013,5,3,Urban,1974,269647.0214
2035,3,3,Urban,1970,283216.0889
1086,5,3,Urban,2020,170203.9186
2547,3,2,Rural,2007,294899.4075
1908,3,3,Rural,1991,241716.4515
2560,4,3,Urban,1999,216130.4525
2324,5,3,Suburb,1993,315250.5521
2266,5,3,Suburb,2007,283198.4033
1121,2,1,Suburb,1968,159578.4876
2170,5,1,Urban,1962,245695.3381
2590,3,1,Rural,1965,288740.9055
1749,3,2,Urban,1973,251866.0555
2379,5,1,Suburb,2001,186418.0501
1684,4,3,Suburb,2006,79417.91467
2927,4,3,Suburb,1983,375290.9115
2756,2,1,Rural,1988,285621.1435
2654,2,2,Rural,1953,181965.5813
1308,3,2,Urban,1970,123920.4835
1694,5,2,Rural,1981,220889.5646
1287,3,3,Rural,2001,151588.7534
1306,3,1,Suburb,1951,149323.8787
2835,5,2,Urban,1983,338458.6768
2617,3,3,Suburb,2008,247058.7696
2989,3,2,Rural,1981,251120.021
1913,4,2,Urban,1996,260313.5947
2746,2,1,Rural,1957,356528.5075
1661,4,3,Rural,1972,199293.471
1548,2,2,Urban,1994,58109.07234
2375,2,3,Urban,1997,248397.78
1311,2,2,Suburb,1964,88652.93654
1872,4,1,Urban,1953,191605.1737
2082,5,2,Suburb,1969,232649.0749
2666,3,1,Suburb,2013,362104.9426
1923,5,2,Urban,1998,259885.5558
2737,5,1,Suburb,2011,180398.5798
1754,2,2,Rural,1957,122978.5923
1034,2,2,Urban,1983,176706.605
1444,4,2,Rural,2020,134511.9644
1092,4,3,Rural,2011,157007.1805
2973,3,3,Suburb,2020,289676.4751
2982,5,2,Rural,1958,372958.4234
2230,5,3,Suburb,2014,275099.0399
1352,3,3,Rural,1960,201207.8179
1902,2,2,Suburb,2020,114062.1719
2355,4,2,Rural,2015,286501.4899
2840,3,2,Suburb,2018,235415.604
1861,5,3,Suburb,1997,262950.7116
2748,3,3,Urban,1980,405919.6611
1158,3,3,Suburb,1989,59109.44628
2977,5,2,Suburb,1955,357918.0249
1956,5,3,Urban,1951,162441.9196
1023,4,3,Urban,2011,103133.4287
1403,4,1,Suburb,2011,141174.4063
1804,5,1,Suburb,2019,239387.735
1515,4,2,Rural,1964,226820.9779
1731,4,2,Rural,2015,248259.9537
2387,4,3,Urban,1982,223938.613
2405,5,1,Suburb,1981,298233.49
1531,2,1,Rural,2017,126421.5013
1955,2,2,Rural,2016,206216.1507
1151,4,3,Suburb,1966,104311.967
2585,2,2,Urban,2001,304408.0773
2712,4,3,Urban,1988,267162.7792
1946,2,1,Rural,1956,205665.3348
1607,2,3,Urban,1951,209061.4855
2640,3,1,Rural,2017,196467.0094
1419,4,1,Rural,1986,215038.4316
2273,2,1,Urban,1973,333542.9584
2140,2,2,Suburb,1996,170043.9336
1865,3,2,Rural,1951,111966.0844
2535,2,2,Rural,2004,288060.2065
2763,3,3,Suburb,1992,332269.766
1577,2,2,Rural,2008,103459.5485
1334,3,1,Suburb,1986,124504.7464
2441,3,2,Suburb,1951,276657.6573
1931,5,1,Suburb,1963,208701.479
2797,4,2,Urban,1967,350295.5562
1294,5,3,Rural,1983,186226.9624
2961,4,3,Rural,1983,280322.1943
1754,2,1,Rural,1985,230726.6427
2394,4,2,Suburb,2004,258244.1713
1185,5,2,Urban,2001,100248.6201
2269,4,1,Rural,1985,225212.0743
1636,5,3,Rural,1965,227329.3076
2291,4,2,Rural,1990,186664.5335
2666,2,2,Urban,2005,226809.6156
2260,2,2,Suburb,1981,327309.1392
1529,4,3,Urban,1991,135051.5707
2575,4,2,Urban,1971,349422.1837
1020,2,3,Suburb,1986,49828.74068
1910,4,2,Urban,1957,233471.2405
2760,3,3,Suburb,1956,349170.7303
1866,2,1,Urban,1959,145493.731
1793,2,3,Urban,1993,159201.2747
2543,5,1,Urban,1989,341799.3014
1099,5,2,Rural,1983,238587.9119
1751,3,2,Suburb,1956,232621.9802
1477,4,2,Suburb,1973,167955.8385
2622,3,1,Rural,1961,280458.1638
2321,4,2,Urban,1996,204259.4787
1939,5,3,Rural,2015,126323.6933
1525,4,3,Rural,2021,218224.0666
1333,5,1,Urban,1990,71804.3865
1001,2,3,Urban,1969,95002.72214
1374,2,1,Suburb,1969,144753.6437
1292,4,1,Rural,1961,110732.0447
1836,5,2,Urban,2019,252130.7382
2957,3,1,Suburb,2016,312899.3183
2004,5,3,Urban,1979,213608.3347
1552,5,3,Suburb,1973,217123.606
1317,5,2,Suburb,2004,179351.1094
2525,2,1,Suburb,1997,307337.297
2851,5,2,Urban,1998,296891.4356
1380,4,2,Urban,2012,207562.6035
2646,2,2,Suburb,1978,295817.2551
1013,2,2,Rural,1978,152643.1039
1503,2,2,Rural,1988,213739.8068
1230,5,1,Rural,1982,188892.7847
2107,3,3,Suburb,2021,234743.7178
1129,5,1,Rural,1962,156642.3133
2766,5,1,Urban,1977,353996.5029
1837,3,2,Rural,1960,155576.7568
2168,5,3,Suburb,1965,262476.5901
1890,4,1,Suburb,1982,108576.9909
2880,3,1,Rural,2007,296695.0318
1027,4,3,Suburb,1991,13566.0007
1065,4,1,Urban,1962,94811.58976
2186,2,3,Suburb,2015,148133.513
2252,2,1,Urban,1999,293165.5639
1260,3,2,Rural,1975,115487.4447
2472,5,3,Urban,2009,232360.2725
2447,4,1,Urban,1961,280986.0017
1459,5,1,Urban,1952,138799.4594
2975,4,3,Rural,1967,262435.2508
2699,2,3,Urban,2003,277080.8921
1300,2,3,Urban,1999,73883.85672
1918,2,3,Urban,1958,310613.0419
2326,3,3,Suburb,1991,263135.9366
1286,4,3,Urban,2004,192515.937
2418,5,2,Urban,1990,338348.014
2033,4,2,Rural,2013,295488.0862
2730,5,3,Suburb,1998,341811.1812
1629,5,1,Urban,1951,174875.2744
1269,5,2,Rural,1980,170431.0054
1591,4,2,Suburb,2005,188416.2401
2993,2,1,Urban,1956,319114.6226
2628,3,2,Urban,2010,311197.4517
2801,3,2,Urban,1983,312879.1434
1843,2,3,Suburb,1989,182946.5891
1861,3,2,Suburb,1997,339204.1049
2384,5,2,Rural,1970,202822.9426
2280,3,2,Urban,1998,267114.3135
1132,4,3,Urban,1951,176489.8923
2299,2,1,Suburb,2021,305690.6596
2799,2,1,Urban,1969,288209.0887
2706,2,1,Urban,1968,319827.9135
1971,2,1,Suburb,1979,194277.8711
1512,4,2,Rural,1969,227627.5484
1312,5,3,Urban,1980,182825.4399
1575,5,3,Rural,1966,232085.4902
1885,5,2,Rural,1952,236471.9737
2307,3,1,Suburb,1960,234970.9117
2144,5,3,Suburb,1952,182912.5006
2130,3,2,Suburb,1994,176719.4938
2956,4,2,Suburb,2008,289915.196
1686,3,2,Suburb,2005,181073.1441
2227,5,2,Rural,2004,284922.6181
1164,2,3,Rural,1976,135824.573
1304,4,2,Rural,1950,187510.6046
2520,5,3,Suburb,2020,352133.3165
2655,5,2,Suburb,1954,270342.3377
2579,5,2,Urban,1999,364749.9692
2847,4,3,Urban,1953,176569.8065
1155,2,2,Rural,1990,147641.4365
2390,2,1,Rural,1968,274857.3725
2742,2,3,Suburb,1974,321724.1801
2925,5,3,Urban,1956,388501.9686
1619,3,2,Rural,1966,225181.8528
2274,5,3,Suburb,1982,305036.207
1956,2,3,Urban,2009,110881.1738
2939,4,1,Urban,1982,285556.1144
2905,3,3,Urban,1977,302307.3356
1333,3,1,Rural,1966,188370.49
